Date,Publication,Headline,URL
20150812,CNBC,OPEC just kicked oil into the  $30s,http://www.cnbc.com/2015/08/11/opec-just-kicked-oil-into-the-30s.html
20120830,FOX,'Jersey Shore' Canceled!,http://www.foxnews.com/entertainment/2012/08/30/mtv-announces-end-jersey-shore-after-sixth-season/
20150402,USA Today,Jeff Samardzija: Ace with no place to call home,http://www.usatoday.com/story/sports/mlb/2015/04/02/jeff-samardzija-chicago-white-sox-opening-day-free-agent/70854296/
20111114,Washington Post,Washington’s new Episcopal bishop,http://www.washingtonpost.com/local/washingtons-new-episcopal-bishop/2011/11/12/gIQA86W7FN_gallery.html
20110712,The Guardian,Just a fad?,http://www.theguardian.com/lifeandstyle/wordofmouth/2013/jul/29/artisan-food-urban-peasants-foodie-fad
20090424,Washington Post,,http://www.washingtonpost.com/wp-dyn/content/video/2008/07/07/VI2008070700889.html?hpid=specialreports
20151224,USA Today,Bristol Palin gives birth to second child,http://www.usatoday.com/story/life/people/2015/12/24/bristol-palin-gives-birth-second-child/77892440/
20090328,New York Times,"No. 3 Louisville 56, No. 2 Baylor 39: Louisville Women Gain Their First Round of 8",http://www.nytimes.com/2009/03/29/sports/ncaabasketball/29louisville.html?hpw
20121221,The Guardian,John Patterson: Only God Forgives this level of tedium,http://www.theguardian.com/film/2013/jul/29/patterson-only-god-forgives
20141210,Daily Mail,93 comments,http://www.dailymail.co.uk/news/article-2868379/Explosive-Senate-torture-report-open-floodgates-costly-lawsuits-against-United-States-Britain-allies-complicit-programme-experts-warn.html#comments
20130730,BBC,Tax charge for Bayern Munich chief,http://www.bbc.com/news/world-europe-23507750
20120820,Washington Post,PostScript: Readers respond,http://www.washingtonpost.com/blogs/post-partisan/post/postscript-todd-akin-and-legitimate-rape/2012/08/20/06ef1d86-eaf7-11e1-b811-09036bcb182b_blog.html
20140203,New York Post,US board allows gynecologists to treat more men,http://nypost.com/2014/01/31/us-board-allows-gynecologists-to-treat-more-men/
20120105,New York Post,NYC employee arrested for allegedly selling drugs in front of residential building in Queens,http://www.nypost.com/p/news/local/queens/queens_employee_arrested_for_allegedly_DxE8ISKOZcwwMwWmpl2ZVM
20140309,Daily Mail,"Yours for £200,000: Nuclear bunker built for £30 MILLION in 1990 with its own hospital, workshop commercial kitchen and BBC recording studio goes on the market",http://www.dailymail.co.uk/news/article-2575623/Yours-200-000-Nuclear-bunker-built-30-MILLION-1990-hospital-workshop-commercial-kitchen-BBC-TV-studio-goes-market.html
20080224,CNBC,MERGERS & ACQUISITIONS,http://www.cnbc.com/id/15837548/site/14081545/?site=14081545&cid=97051
20121211,FOX,"US recognizes Syria's main rebel group, Obama says",http://www.foxnews.com/world/2012/12/11/us-recognizes-syria-main-rebel-group-obama-says/
